date	title	hostname	category	djia_label	djia_delta	sp_label	sp_delta
2014-03-10	EBay rejects Icahn board nominees, asks investors to do same	www.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Icahn Targets Ebay Chief Donahoe After Company Rejects Board Slate	www.forbes.com	b	1	34.419921	1	0.689941
2014-03-10	TECH STOCKS: EBay And Icahn Keep Trading Punches	english.capital.gr	b	1	34.419921	1	0.689941
2014-03-10	EBay asks shareholders to vote against Carl Icahn board nominees	economictimes.indiatimes.com	b	1	34.419921	1	0.689941
2014-03-10	EBay asks shareholders to vote against Icahn board nominees	www.bnn.ca	b	1	34.419921	1	0.689941
2014-03-10	EBay and Icahn keep trading punches	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	EBay Rejects Icahn Board Picks As Activist Strikes Again	www.law360.com	b	1	34.419921	1	0.689941
2014-03-10	EBay Asks Shareholders To Vote Against PayPal Split While Icahn Claims CEO  ...	techcrunch.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	EBay CEO Donahoe's Pay Drops by 53% to $13.8 Million for 2013	www.businessweek.com	b	1	34.419921	1	0.689941
2014-03-10	eBay Rejects Carl Icahn's Board Nominees And Says His Attacks Are 'False And  ...	www.businessinsider.in	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn board nominees, asks investors to do same	www.livemint.com	b	1	34.419921	1	0.689941
2014-03-10	eBay's John Donahoe talks Icahn, conflicts, and $100 stock price (someday)	tech.fortune.cnn.com	b	1	34.419921	1	0.689941
2014-03-10	EBay urgest shareholders to reject Icahn's board nominees	www.cnbc.com	b	1	34.419921	1	0.689941
2014-03-10	Carl Icahn slams eBay CEO	www.cityam.com	b	1	34.419921	1	0.689941
2014-03-10	Icahn Claims Inexcusable Incompetence of eBay CEO Cost Stockholders $4 Billion	wallstreetpit.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors  ...	www.tribtown.com	b	1	34.419921	1	0.689941
2014-03-10	UPDATE 1-EBay rejects Icahn board nominees, asks investors to do same	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Icahn board nominees, urges investors to do same	www.theglobeandmail.com	b	1	34.419921	1	0.689941
2014-03-10	Carl Icahn: Donahoe Cost eBay Investors More Than $4B	www.valuewalk.com	b	1	34.419921	1	0.689941
2014-03-10	EBay urges shareholders to vote against Icahn board nominees	www.theglobeandmail.com	b	1	34.419921	1	0.689941
2014-03-10	eBay asks stockholders to oppose Icahn nominees	news.muckety.com	b	1	34.419921	1	0.689941
2014-03-10	EBay says Carl Icahn's board picks 'not qualified'	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's struggles worsened by snow	www.bradenton.com	b	1	34.419921	1	0.689941
2014-03-10	Food: McDonald's game plan to win back customers	www.newsherald.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Reports Drop In February Global Sales	www.kpinsider.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's game plan to win back customers	www.stamfordadvocate.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales decline as chain looks to adapt to changing tastes	www.newser.com	b	1	34.419921	1	0.689941
2014-03-10	3 things to watch for as McDonald's fights to boost US sales	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales dip amid shifting eating habits	www.ocala.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales dip amid shifting eating habits, worsened by snow	www.deseretnews.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February US sales chilled by weather	www.tuscaloosanews.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's US sales fall 1.4 per cent in February as chain looks to adapt to  ...	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Corporation (MCD) February Sales Results Decline	www.valuewalk.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales decline as chain looks to adapt to changing tastes | The  ...	www.tribtown.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's to try build-your-own-burger menu	www.theindychannel.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's US sales continue to struggle in February	www.gmanetwork.com	b	1	34.419921	1	0.689941
2014-03-10	$5 20-piece chicken nuggets didn't help McDonald's reverse US sales decline	blogs.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Burn: McDonald's Business Did Not Heat Up in February	wallstcheatsheet.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February same-restaurant sales fall 0.3%	www.bnn.ca	b	1	34.419921	1	0.689941
2014-03-10	McDonald's posts weak February sales results	www.proactiveinvestors.com	b	1	34.419921	1	0.689941
2014-03-10	UPDATE 2-McDonald's US sales continue to struggle in February	www.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Sales Slip as Americans' Eating Habits Shift	www.dailyfinance.com	b	1	34.419921	1	0.689941
2014-03-10	Five Guys, Chipotle continue to take bites out of McDonald's sales	www.courierpress.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's reports lower US sales amid bitter cold winter	www.nj.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Not Lovin' US Sales	www.newsledge.com	b	1	34.419921	1	0.689941
