date	title	hostname	category	djia_close	sp_close
2014-03-10	ecb's noyer not happy with euro strength -- update	online.wsj.com	b	16418.679688	1877.170044
2014-03-10	eurozone banks' sovereign exposure hits new high	www.ekathimerini.com	b	16418.679688	1877.170044
2014-03-10	ecb to reveal bad loan hurdles for euro zone bank test	www.irishtimes.com	b	16418.679688	1877.170044
2014-03-10	forex market: eurusd retreats from 2-12-year highs as stronger euro seen  	www.binarytribune.com	b	16418.679688	1877.170044
2014-03-10	refile-bad loan triggers key feature in ecb bank test announcement- sources	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	update 1-ecb to reveal bad loan hurdles for euro zone bank test -sources	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	ecb to reveal bad loan hurdles for euro zone bank test - sources	www.euronews.com	b	16418.679688	1877.170044
2014-03-10	ecb requires tougher call on bad loan definition	www.ifamagazine.com	b	16418.679688	1877.170044
2014-03-10	ecb to reveal bad loan hurdles for bank tests?	www.rte.ie	b	16418.679688	1877.170044
2014-03-10	10 things you need to know before the opening bell	www.businessinsider.in	b	16418.679688	1877.170044
2014-03-10	central banks must contain threats from low prices: ecb's noyer	www.reuters.com	b	16418.679688	1877.170044
2014-03-10	update 1-central banks must contain threat from low prices -noyer	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	ecb's noyer says 'not happy' with euro's rise	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	ecb's noyer: low inflation may hamper adjustment	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	ecb's christian noyer says 'not happy' with euro's rise	economictimes.indiatimes.com	b	16418.679688	1877.170044
2014-03-10	sterling at one-month low as ecb policy stance lifts euro	economictimes.indiatimes.com	b	16418.679688	1877.170044
2014-03-10	eu aims for deal on tackling failing banks next week	money.msn.com	b	16418.679688	1877.170044
2014-03-10	failing banks focus of eu talks	www.irishexaminer.com	b	16418.679688	1877.170044
2014-03-10	business growth in euro zone rises to 32-month high	main.omanobserver.om	b	16418.679688	1877.170044
2014-03-10	poking the eurozone bear	www.europeanvoice.com	b	16418.679688	1877.170044
2014-03-10	ecb unlocks door for further euro strength - will data allow?	www.dailyfx.com	b	16418.679688	1877.170044
2014-03-10	omega's cooperman says ebay should spin off portion of paypal: cnbc	www.chicagotribune.com	b	16418.679688	1877.170044
2014-03-10	ebay, icahn talk smack	blog.seattlepi.com	b	16418.679688	1877.170044
2014-03-10	both ways	www.business-standard.com	b	16418.679688	1877.170044
2014-03-10	why ebay spinning off paypal makes sense	www.dailyfinance.com	b	16418.679688	1877.170044
2014-03-10	carl icahn rift hurts ebay ebay	www.thestreet.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects icahn slate of directors	www.news-sentinel.com	b	16418.679688	1877.170044
2014-03-10	carl icahn: ebay shareholders lost 4 billion because of the ceo's  	www.businessinsider.in	b	16418.679688	1877.170044
2014-03-10	ebay to shareholders: vote against icahn nominees	www.foxbusiness.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects icahn board nominees, asks investors to do same	www.reuters.com	b	16418.679688	1877.170044
2014-03-10	icahn targets ebay chief donahoe after company rejects board slate	www.forbes.com	b	16418.679688	1877.170044
2014-03-10	tech stocks: ebay and icahn keep trading punches	english.capital.gr	b	16418.679688	1877.170044
2014-03-10	ebay asks shareholders to vote against carl icahn board nominees	economictimes.indiatimes.com	b	16418.679688	1877.170044
2014-03-10	ebay asks shareholders to vote against icahn board nominees	www.bnn.ca	b	16418.679688	1877.170044
2014-03-10	ebay and icahn keep trading punches	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects icahn board picks as activist strikes again	www.law360.com	b	16418.679688	1877.170044
2014-03-10	ebay asks shareholders to vote against paypal split while icahn claims ceo  	techcrunch.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects carl icahn's director nominees, urges reelection of its 4 directors	www.globalpost.com	b	16418.679688	1877.170044
2014-03-10	ebay ceo donahoe's pay drops by 53 to 13.8 million for 2013	www.businessweek.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects carl icahn's board nominees and says his attacks are 'false and  	www.businessinsider.in	b	16418.679688	1877.170044
2014-03-10	ebay rejects carl icahn board nominees, asks investors to do same	www.livemint.com	b	16418.679688	1877.170044
2014-03-10	ebay's john donahoe talks icahn, conflicts, and 100 stock price someday	tech.fortune.cnn.com	b	16418.679688	1877.170044
2014-03-10	ebay urgest shareholders to reject icahn's board nominees	www.cnbc.com	b	16418.679688	1877.170044
2014-03-10	carl icahn slams ebay ceo	www.cityam.com	b	16418.679688	1877.170044
2014-03-10	icahn claims inexcusable incompetence of ebay ceo cost stockholders 4 billion	wallstreetpit.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects carl icahn's director nominees, urges reelection of its 4 directors  	www.tribtown.com	b	16418.679688	1877.170044
2014-03-10	update 1-ebay rejects icahn board nominees, asks investors to do same	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	ebay rejects icahn board nominees, urges investors to do same	www.theglobeandmail.com	b	16418.679688	1877.170044
2014-03-10	carl icahn: donahoe cost ebay investors more than 4b	www.valuewalk.com	b	16418.679688	1877.170044
2014-03-10	ebay urges shareholders to vote against icahn board nominees	www.theglobeandmail.com	b	16418.679688	1877.170044
2014-03-10	ebay asks stockholders to oppose icahn nominees	news.muckety.com	b	16418.679688	1877.170044
2014-03-10	ebay says carl icahn's board picks 'not qualified'	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's struggles worsened by snow	www.bradenton.com	b	16418.679688	1877.170044
2014-03-10	food: mcdonald's game plan to win back customers	www.newsherald.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's reports drop in february global sales	www.kpinsider.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's game plan to win back customers	www.stamfordadvocate.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales decline as chain looks to adapt to changing tastes	www.newser.com	b	16418.679688	1877.170044
2014-03-10	3 things to watch for as mcdonald's fights to boost us sales	www.globalpost.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales dip amid shifting eating habits	www.ocala.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales dip amid shifting eating habits, worsened by snow	www.deseretnews.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's february us sales chilled by weather	www.tuscaloosanews.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's us sales fall 1.4 per cent in february as chain looks to adapt to  	www.globalpost.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's corporation mcd february sales results decline	www.valuewalk.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales decline as chain looks to adapt to changing tastes  the  	www.tribtown.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's to try build-your-own-burger menu	www.theindychannel.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's us sales continue to struggle in february	www.gmanetwork.com	b	16418.679688	1877.170044
2014-03-10	5 20-piece chicken nuggets didn't help mcdonald's reverse us sales decline	blogs.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	burn: mcdonald's business did not heat up in february	wallstcheatsheet.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's february same-restaurant sales fall 0.3	www.bnn.ca	b	16418.679688	1877.170044
2014-03-10	mcdonald's posts weak february sales results	www.proactiveinvestors.com	b	16418.679688	1877.170044
2014-03-10	update 2-mcdonald's us sales continue to struggle in february	www.reuters.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales slip as americans' eating habits shift	www.dailyfinance.com	b	16418.679688	1877.170044
2014-03-10	five guys, chipotle continue to take bites out of mcdonald's sales	www.courierpress.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's reports lower us sales amid bitter cold winter	www.nj.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's not lovin' us sales	www.newsledge.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's reports a 0.3 percent drop in february sales, u.s. down 1.4 percent	www.benzinga.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's february sales slip on us weakness	www.foxbusiness.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's february same-restaurant sales fall 0.3 percent	money.msn.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales tank in february	time.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's sales slump for fourth-straight month	business.financialpost.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's blames weak sales on weather	www.huffingtonpost.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's february sales threaten first-quarter margins	247wallst.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's us sales fall 1.4 per cent in february, hampered again by bad  	www.brandonsun.com	b	16418.679688	1877.170044
2014-03-10	mcdonald's reports february global comparable sales	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	stock market live blog: sp 500 retreats from record after downbeat china data	blogs.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	wall street edges lower after record; boeing drags	money.msn.com	b	16418.679688	1877.170044
2014-03-10	five years after stock meltdown, most cleveland-area companies have  	www.cleveland.com	b	16418.679688	1877.170044
2014-03-10	weak china exports weigh on stocks, hit commodities	www.livemint.com	b	16418.679688	1877.170044
2014-03-10	earnings season and the dow: an early look	www.fool.com	b	16418.679688	1877.170044
2014-03-10	us stocks dip on weak asian data, ukraine	www.brecorder.com	b	16418.679688	1877.170044
2014-03-10	major averages climb off lows but remain in the red	www.lse.co.uk	b	16418.679688	1877.170044
2014-03-10	disappointing chinese trade data weighing on wall street - us commentary	www.lse.co.uk	b	16418.679688	1877.170044
2014-03-10	stocks fall on weak china export data	www.courier-journal.com	b	16418.679688	1877.170044
2014-03-10	global growth worries may pressure stocks	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	stocks slip as investors keep eye on asia	money.cnn.com	b	16418.679688	1877.170044
2014-03-10	stocks down at midday on weak china export data	news.investors.com	b	16418.679688	1877.170044
2014-03-10	midday market stats: the boeing company pressures the dow jones industrial  	www.schaeffersresearch.com	b	16418.679688	1877.170044
2014-03-10	wall street edges lower after sp's record close	www.buenosairesherald.com	b	16418.679688	1877.170044
2014-03-10	wall st down on asian data	www.businessspectator.com.au	b	16418.679688	1877.170044
2014-03-10	stock market news for march 10, 2014 - market news	www.nasdaq.com	b	16418.679688	1877.170044
2014-03-10	u.s. stocks open lower in subdued trade; dow jones down 0.28	www.nasdaq.com	b	16418.679688	1877.170044
2014-03-10	stocks seeing modest weakness in early trading - u.s. commentary	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	today's stock market djia dow jones industrial average, nasdaq, sp 500;	www.learningandfinance.com	b	16418.679688	1877.170044
2014-03-10	us: stocks open lower on weak asian data, ukraine	www.businesstimes.com.sg	b	16418.679688	1877.170044
2014-03-10	stocks slip slightly	www.hartfordbusiness.com	b	16418.679688	1877.170044
2014-03-10	major averages posting modest losses in early trading	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	wall street edges lower after record	www.iol.co.za	b	16418.679688	1877.170044
2014-03-10	us stocks-wall street edges lower after record; boeing drags	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	bull market celebrates its 5th birthday: but is the party over?	finance.yahoo.com	b	16418.679688	1877.170044
2014-03-10	market snapshot: us stocks held back by china, last week's moves	english.capital.gr	b	16418.679688	1877.170044
2014-03-10	market hustle: stocks fall on weak asian data, ukraine gas tensions	www.thestreet.com	b	16418.679688	1877.170044
2014-03-10	asia worries send stocks sliding	www.foxbusiness.com	b	16418.679688	1877.170044
2014-03-10	us stocks open lower on weak asian data	www.tradingroom.com.au	b	16418.679688	1877.170044
2014-03-10	stocks fall slightly at the open	www.stevenspointjournal.com	b	16418.679688	1877.170044
2014-03-10	dow jones industrial average: 5 year stock market crash anniversary direxion  	etfdailynews.com	b	16418.679688	1877.170044
2014-03-10	dow averaging 3 since 2000	news.stocktradersdaily.com	b	16418.679688	1877.170044
2014-03-10	wall st opens lower after sp's record close	www.business-standard.com	b	16418.679688	1877.170044
2014-03-10	us stocks snapshot-wall st opens lower after sp's record close	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	buyer beware: a bull market doesn't lift all stocks	www.forbes.com	b	16418.679688	1877.170044
2014-03-10	us stocks held back by china, last week's moves	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	dow jones transportation average pushing higher	www.nasdaq.com	b	16418.679688	1877.170044
2014-03-10	futures pointing to a lower open on wall street	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	dow jones industrial average gained last week	www.investing.com	b	16418.679688	1877.170044
2014-03-10	stocks may come under pressure on disappointing chinese data - u.s.  	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	wall street opens lower after sp's record close	www.buenosairesherald.com	b	16418.679688	1877.170044
2014-03-10	u.s. futures mixed to lower, chinese data weighs; dow jones down 0.09	www.nasdaq.com	b	16418.679688	1877.170044
2014-03-10	market analysis: global growth worries may pressure stocks	www.lse.co.uk	b	16418.679688	1877.170044
2014-03-10	stocks futures edge lower on weak chinese export data	seekingalpha.com	b	16418.679688	1877.170044
2014-03-10	stock market news for march 10, 2014	www.zacks.com	b	16418.679688	1877.170044
2014-03-10	market hustle: stock futures slide amid weak china trade data	www.thestreet.com	b	16418.679688	1877.170044
2014-03-10	today's stock market news and earnings calendar	moneymorning.com	b	16418.679688	1877.170044
2014-03-10	us stocks-wall st to dip at open after record, china data	uk.reuters.com	b	16418.679688	1877.170044
2014-03-10	us futures lower after record high	www.iol.co.za	b	16418.679688	1877.170044
2014-03-10	stock futures dip after asia selloff	www.foxbusiness.com	b	16418.679688	1877.170044
2014-03-10	dow jones industrial average points lower; data from china, japan disappoint	www.schaeffersresearch.com	b	16418.679688	1877.170044
2014-03-10	stock futures slip on weak china data	stream.wsj.com	b	16418.679688	1877.170044
2014-03-10	us stocks-futures edge lower after record high, china data	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	uncertain mood prevails on wall street	www.rttnews.com	b	16418.679688	1877.170044
2014-03-10	futures suggest a slow start following a mixed week; quarterly earnings from  	www.ibtimes.com	b	16418.679688	1877.170044
2014-03-10	stock futures ease as chinese trade, payrolls compete	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	don't chase stocks in this five-year-old bull	investorplace.com	b	16418.679688	1877.170044
2014-03-10	opening bell 10 march  asian markets slump	www.livemint.com	b	16418.679688	1877.170044
2014-03-10	3 predictions for the new week	www.fool.com	b	16418.679688	1877.170044
2014-03-10	the dow's 5 most hated stocks	www.fool.com	b	16418.679688	1877.170044
2014-03-10	this week's top dow stocks	www.fool.com	b	16418.679688	1877.170044
2014-03-10	bull market rivals '90s at half valuation as demand broadens	www.fa-mag.com	b	16418.679688	1877.170044
2014-03-10	bull still charging after five years	www.news-register.net	b	16418.679688	1877.170044
2014-03-10	a secular bull market arises from the 2009 shadows	investorplace.com	b	16418.679688	1877.170044
2014-03-10	u.s. stock-index futures are little changed after sp 500 record	www.sddt.com	b	16418.679688	1877.170044
2014-03-10	us stocks fall as commodity shares lead drop on china	www.businessweek.com	b	16418.679688	1877.170044
2014-03-10	winners and losers of the bull market	money.cnn.com	b	16418.679688	1877.170044
2014-03-10	despite obstacles, the bull market turns 5	seattletimes.com	b	16418.679688	1877.170044
2014-03-10	what comes next as the bull market turns five?	investorplace.com	b	16418.679688	1877.170044
2014-03-10	happy 5th birthday, bull market	jamaica-gleaner.com	b	16418.679688	1877.170044
2014-03-10	morning moneybeat: will bull market make it to six?	blogs.wsj.com	b	16418.679688	1877.170044
2014-03-10	what the bull market has meant for europe	www.cnbc.com	b	16418.679688	1877.170044
2014-03-10	despite obstacles, bull market turns 5	www.times-gazette.com	b	16418.679688	1877.170044
2014-03-10	despite crises, 5-year bull market may keep running	www.bostonglobe.com	b	16418.679688	1877.170044
2014-03-10	despite many obstacles, bull market run turns 5	www.toledoblade.com	b	16418.679688	1877.170044
2014-03-10	despite several obstacles, the bull market makes it to year 5	gctelegram.com	b	16418.679688	1877.170044
2014-03-10	bull market charges into sixth year	www.stltoday.com	b	16418.679688	1877.170044
2014-03-10	the bull market turns 5: don't break out the bubbly	www.thefiscaltimes.com	b	16418.679688	1877.170044
2014-03-10	bull market marks 5th birthday	wwlp.com	b	16418.679688	1877.170044
2014-03-10	the 10 best stocks of the bull market	www.kiplinger.com	b	16418.679688	1877.170044
2014-03-10	the 10 worst stocks of the bull market	www.kiplinger.com	b	16418.679688	1877.170044
2014-03-10	the bull at 5: where do stocks go from here?	www.fool.com	b	16418.679688	1877.170044
2014-03-10	bull market celebrates 5th birthday; fourth-longest run for sp 500 stocks since  	www.startribune.com	b	16418.679688	1877.170044
2014-03-10	happy birthday, bull	online.barrons.com	b	16418.679688	1877.170044
2014-03-10	huge 5-year fund returns? don't be misled	seattletimes.com	b	16418.679688	1877.170044
2014-03-10	bull market still has some sizzle	www.cnbc.com	b	16418.679688	1877.170044
2014-03-10	why the five-year anniversary of the stock market crash this week has  	moneymorning.com	b	16418.679688	1877.170044
2014-03-10	stocks mark five-year anniversary of 2009 low with record highs	www.thestreet.com	b	16418.679688	1877.170044
2014-03-10	what this stock bull market needs to live a 6th year	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mt. gox seeks us bankruptcy relief	www.law360.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us bankruptcy to halt class action	www.reuters.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mt. gox files for us bankruptcy protection	www.theglobeandmail.com	b	16418.679688	1877.170044
2014-03-10	hackers claim mt. gox ceo mark karpeles held 'stolen' customer bitcoins	www.designntrend.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us chapter 15 bankruptcy	www.benzinga.com	b	16418.679688	1877.170044
2014-03-10	getting goxed: mt. gox's us bankruptcy and hacker attack	blog.sfgate.com	b	16418.679688	1877.170044
2014-03-10	report: mt. gox ceo holding 'stolen' bitcoins	www.pcmag.com	b	16418.679688	1877.170044
2014-03-10	the mt. gox saga just got way more twisted	www.entrepreneur.com	b	16418.679688	1877.170044
2014-03-10	hackers take over mt. gox ceo's blog, post claimed evidence of fraud	www.examiner.com	b	16418.679688	1877.170044
2014-03-10	update 1-mt. gox files for us bankruptcy to halt class action	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	mt. gox chief stole 100000 bitcoins, hackers claim	www.informationweek.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us bankruptcy to halt class action 0	www.lfpress.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us bankruptcy	profit.ndtv.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for chapter 15 bankruptcy protection in us	www.ibtimes.co.uk	b	16418.679688	1877.170044
2014-03-10	anonymous hackers claim mtgox still has 'stolen' bitcoins	www.scmagazineuk.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for chapter 15 bankruptcy in the us	blogs.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	mt. gox bitcoin exchange files for bankruptcy in the u.s., hackers reveal more  	www.techtimes.com	b	16418.679688	1877.170044
2014-03-10	hackers allege mt. gox head controls 'stolen' bitcoin; fraud committed	www.upi.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us bankruptcy protection	ca.reuters.com	b	16418.679688	1877.170044
2014-03-10	mt. gox seeks us court protection during japan bankruptcy	www.moneynews.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mt. gox files for bankruptcy in the us	www.engadget.com	b	16418.679688	1877.170044
2014-03-10	hackers claim bankrupt mt. gox still has customers' bitcoins	www.theverge.com	b	16418.679688	1877.170044
2014-03-10	hackers accuse mt. gox of pocketing users' bitcoins	www.itpro.co.uk	b	16418.679688	1877.170044
2014-03-10	mt. gox seeks us court protection during japan bankruptcy 2	www.businessweek.com	b	16418.679688	1877.170044
2014-03-10	rpt-mt. gox files for us bankruptcy protection	in.reuters.com	b	16418.679688	1877.170044
2014-03-10	mt. gox seeks u.s. court shield during japan bankruptcy	www.bloomberg.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange seeks u.s. bankruptcy protection	thehill.com	b	16418.679688	1877.170044
2014-03-10	hackers leak mt. gox database, reveal blog of former ceo	blogs.sfweekly.com	b	16418.679688	1877.170044
2014-03-10	hackers accuse mt. gox bitcoin of fraud after hack	www.geeky-gadgets.com	b	16418.679688	1877.170044
2014-03-10	bitcoin mt. gox crash: hackers claim mark karpeles lied about bitcoin balance	www.ibtimes.co.uk	b	16418.679688	1877.170044
2014-03-10	mtgox fraud evidence hacked and published, complete with bitcoin wallet  	gigaom.com	b	16418.679688	1877.170044
2014-03-10	mt. gox botcoin exchange files for bankruptcy in the us	www.geeky-gadgets.com	b	16418.679688	1877.170044
2014-03-10	hackers claim mt. gox sat on 'stolen' bitcoin	www.newser.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for us bankruptcy amid new hacker claims	www.slashgear.com	b	16418.679688	1877.170044
2014-03-10	'hacked docs' prove mtgox has 1 million bitcoins, claim blog-snatchers	www.theregister.co.uk	b	16418.679688	1877.170044
2014-03-10	mt. gox files for bankruptcy in us	www.zdnet.com	b	16418.679688	1877.170044
2014-03-10	mtgox boss mark karpeles targeted by hackers	www.digitalspy.co.uk	b	16418.679688	1877.170044
2014-03-10	mtgox 'fraud' detailed on ceo's hacked blog	www.wired.co.uk	b	16418.679688	1877.170044
2014-03-10	so where are mt gox's stolen bitcoin millions?	www.infosecurity-magazine.com	b	16418.679688	1877.170044
2014-03-10	does mt. gox ceo still control all those stolen bitcoins?	www.foxnews.com	b	16418.679688	1877.170044
2014-03-10	hackers claim to have evidence of fraud surrounding mt. gox closure	socialtimes.com	b	16418.679688	1877.170044
2014-03-10	mt. gox, mark karpeles targeted in alleged bitcoin hack	readwrite.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mt. gox files for us bankruptcy	nypost.com	b	16418.679688	1877.170044
2014-03-10	the daily docket: mt. gox files for chapter 15	blogs.wsj.com	b	16418.679688	1877.170044
2014-03-10	hackers dox mt. gox ceo, say they have proof of fraud	www.net-security.org	b	16418.679688	1877.170044
2014-03-10	mt. gox ceo's blog hacked, allegedly reveals company's true bitcoin balances	www.pcworld.com	b	16418.679688	1877.170044
2014-03-10	why i do not trust bitcoin	seekingalpha.com	b	16418.679688	1877.170044
2014-03-10	mt. gox ceo's personal blog hacked	www.bizjournals.com	b	16418.679688	1877.170044
2014-03-10	mt gox customers hack karpales' account to post evidence of alleged fraud	www.escapistmagazine.com	b	16418.679688	1877.170044
2014-03-10	bitcoin credibility in the balance as woes spread	www.globaltimes.cn	b	16418.679688	1877.170044
2014-03-10	australian bitcoin traders burnt in mt.gox crash	www.afr.com	b	16418.679688	1877.170044
2014-03-10	hackers call mt. gox ceo a liar, say he still controls 'stolen' bitcoin	bgr.com	b	16418.679688	1877.170044
2014-03-10	mt. gox faced 150000 attacks per second: report	timesofindia.indiatimes.com	b	16418.679688	1877.170044
2014-03-10	mt. gox files for chapter 15 in u.s.	www.marketwatch.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mt. gox hit by 150000 ddos attacks per second before  	www.ibtimes.co.uk	b	16418.679688	1877.170044
2014-03-10	hackers allegedly hit mt. gox ceo's blog, post balance of remaining bitcoins	www.infoworld.com	b	16418.679688	1877.170044
2014-03-10	hackers hit web accounts of mtgox boss	www.bbc.co.uk	b	16418.679688	1877.170044
2014-03-10	hackers revealed mt. gox face behind the mask	www.thewestsidestory.net	b	16418.679688	1877.170044
2014-03-10	mt. gox ceo's blog goes blank after alleged hack	www.computerworld.com	b	16418.679688	1877.170044
2014-03-10	bankrupt exchange mt. gox still has 600 million in bitcoins, hackers claim	mashable.com	b	16418.679688	1877.170044
2014-03-10	hackers allege mt. gox ceo still controls 'stolen' bitcoin	www.zdnet.com	b	16418.679688	1877.170044
2014-03-10	hackers claim mt. gox still sitting on bitcoins	www.techweekeurope.co.uk	b	16418.679688	1877.170044
2014-03-10	cryptocurrency news round-up: mt. gox lies, bitcoin gun store and dogecoin  	www.ibtimes.co.uk	b	16418.679688	1877.170044
2014-03-10	hackers claim mtgox still has access to 'missing' bitcoin	siliconangle.com	b	16418.679688	1877.170044
2014-03-10	mt. gox faced 150000 ddos attacks per second ahead of crash: report	gadgets.ndtv.com	b	16418.679688	1877.170044
2014-03-10	mt. gox ceo's blog hacked, database leak claims there should be a 951k bitcoin  	www.engadget.com	b	16418.679688	1877.170044
2014-03-10	hackers break into mt. gox ceo's blog, reveal customers' bitcoin balances	www.ibtimes.com	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange mtgox faced 150000 attacks per second	www.smh.com.au	b	16418.679688	1877.170044
2014-03-10	bitcoin exchange faced mountain of hacker attacks	www.news24.com	b	16418.679688	1877.170044
2014-03-10	mt. gox ceo's blog hacked	www.ubergizmo.com	b	16418.679688	1877.170044
2014-03-10	op-ed: online exchanges in lehman terms, ebay to the rescue?	digitaljournal.com	b	16418.679688	1877.170044
2014-03-10	investors warned about betting on digital currencies	www.dallasnews.com	b	16418.679688	1877.170044
2014-03-10	until bitcoin has oversight, it's a volatile uncertainty	www.dallasnews.com	b	16418.679688	1877.170044
2014-03-10	investors warned about investing in digital currencies	www.dallasnews.com	b	16418.679688	1877.170044
