date	title	hostname	category	djia_label	djia_delta	sp_label	sp_delta
2014-03-10	EBay rejects Icahn board nominees, asks investors to do same	www.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Icahn Targets Ebay Chief Donahoe After Company Rejects Board Slate	www.forbes.com	b	1	34.419921	1	0.689941
2014-03-10	TECH STOCKS: EBay And Icahn Keep Trading Punches	english.capital.gr	b	1	34.419921	1	0.689941
2014-03-10	EBay asks shareholders to vote against Carl Icahn board nominees	economictimes.indiatimes.com	b	1	34.419921	1	0.689941
2014-03-10	EBay asks shareholders to vote against Icahn board nominees	www.bnn.ca	b	1	34.419921	1	0.689941
2014-03-10	EBay and Icahn keep trading punches	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	EBay Rejects Icahn Board Picks As Activist Strikes Again	www.law360.com	b	1	34.419921	1	0.689941
2014-03-10	EBay Asks Shareholders To Vote Against PayPal Split While Icahn Claims CEO  ...	techcrunch.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	EBay CEO Donahoe's Pay Drops by 53% to $13.8 Million for 2013	www.businessweek.com	b	1	34.419921	1	0.689941
2014-03-10	eBay Rejects Carl Icahn's Board Nominees And Says His Attacks Are 'False And  ...	www.businessinsider.in	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn board nominees, asks investors to do same	www.livemint.com	b	1	34.419921	1	0.689941
2014-03-10	eBay's John Donahoe talks Icahn, conflicts, and $100 stock price (someday)	tech.fortune.cnn.com	b	1	34.419921	1	0.689941
2014-03-10	EBay urgest shareholders to reject Icahn's board nominees	www.cnbc.com	b	1	34.419921	1	0.689941
2014-03-10	Carl Icahn slams eBay CEO	www.cityam.com	b	1	34.419921	1	0.689941
2014-03-10	Icahn Claims Inexcusable Incompetence of eBay CEO Cost Stockholders $4 Billion	wallstreetpit.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors  ...	www.tribtown.com	b	1	34.419921	1	0.689941
2014-03-10	UPDATE 1-EBay rejects Icahn board nominees, asks investors to do same	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	EBay rejects Icahn board nominees, urges investors to do same	www.theglobeandmail.com	b	1	34.419921	1	0.689941
2014-03-10	Carl Icahn: Donahoe Cost eBay Investors More Than $4B	www.valuewalk.com	b	1	34.419921	1	0.689941
2014-03-10	EBay urges shareholders to vote against Icahn board nominees	www.theglobeandmail.com	b	1	34.419921	1	0.689941
2014-03-10	eBay asks stockholders to oppose Icahn nominees	news.muckety.com	b	1	34.419921	1	0.689941
2014-03-10	EBay says Carl Icahn's board picks 'not qualified'	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's struggles worsened by snow	www.bradenton.com	b	1	34.419921	1	0.689941
2014-03-10	Food: McDonald's game plan to win back customers	www.newsherald.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Reports Drop In February Global Sales	www.kpinsider.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's game plan to win back customers	www.stamfordadvocate.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales decline as chain looks to adapt to changing tastes	www.newser.com	b	1	34.419921	1	0.689941
2014-03-10	3 things to watch for as McDonald's fights to boost US sales	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales dip amid shifting eating habits	www.ocala.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales dip amid shifting eating habits, worsened by snow	www.deseretnews.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February US sales chilled by weather	www.tuscaloosanews.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's US sales fall 1.4 per cent in February as chain looks to adapt to  ...	www.globalpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Corporation (MCD) February Sales Results Decline	www.valuewalk.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales decline as chain looks to adapt to changing tastes | The  ...	www.tribtown.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's to try build-your-own-burger menu	www.theindychannel.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's US sales continue to struggle in February	www.gmanetwork.com	b	1	34.419921	1	0.689941
2014-03-10	$5 20-piece chicken nuggets didn't help McDonald's reverse US sales decline	blogs.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Burn: McDonald's Business Did Not Heat Up in February	wallstcheatsheet.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February same-restaurant sales fall 0.3%	www.bnn.ca	b	1	34.419921	1	0.689941
2014-03-10	McDonald's posts weak February sales results	www.proactiveinvestors.com	b	1	34.419921	1	0.689941
2014-03-10	UPDATE 2-McDonald's US sales continue to struggle in February	www.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Sales Slip as Americans' Eating Habits Shift	www.dailyfinance.com	b	1	34.419921	1	0.689941
2014-03-10	Five Guys, Chipotle continue to take bites out of McDonald's sales	www.courierpress.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's reports lower US sales amid bitter cold winter	www.nj.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Not Lovin' US Sales	www.newsledge.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Reports a 0.3 Percent Drop in February Sales, U.S. Down 1.4 percent	www.benzinga.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February Sales Slip on US Weakness	www.foxbusiness.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February same-restaurant sales fall 0.3 percent	money.msn.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Sales Tank In February	time.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's sales slump for fourth-straight month	business.financialpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Blames Weak Sales On Weather	www.huffingtonpost.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's February Sales Threaten First-Quarter Margins	247wallst.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's US sales fall 1.4 per cent in February, hampered again by bad  ...	www.brandonsun.com	b	1	34.419921	1	0.689941
2014-03-10	McDonald's Reports February Global Comparable Sales	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Stock market live blog: S&P 500 retreats from record after downbeat China data	blogs.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Wall Street edges lower after record; Boeing drags	money.msn.com	b	1	34.419921	1	0.689941
2014-03-10	Five years after stock meltdown, most Cleveland-area companies have  ...	www.cleveland.com	b	1	34.419921	1	0.689941
2014-03-10	Weak China exports weigh on stocks, hit commodities	www.livemint.com	b	1	34.419921	1	0.689941
2014-03-10	Earnings Season And the Dow: An Early Look	www.fool.com	b	1	34.419921	1	0.689941
2014-03-10	US stocks dip on weak Asian data, Ukraine	www.brecorder.com	b	1	34.419921	1	0.689941
2014-03-10	Major Averages Climb Off Lows But Remain In The Red	www.lse.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Disappointing Chinese Trade Data Weighing On Wall Street - US Commentary	www.lse.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Stocks fall on weak China export data	www.courier-journal.com	b	1	34.419921	1	0.689941
2014-03-10	Global Growth Worries May Pressure Stocks	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Stocks slip as investors keep eye on Asia	money.cnn.com	b	1	34.419921	1	0.689941
2014-03-10	Stocks Down At Midday On Weak China Export Data	news.investors.com	b	1	34.419921	1	0.689941
2014-03-10	Midday Market Stats: The Boeing Company Pressures the Dow Jones Industrial  ...	www.schaeffersresearch.com	b	1	34.419921	1	0.689941
2014-03-10	Wall Street edges lower after S&P's record close	www.buenosairesherald.com	b	1	34.419921	1	0.689941
2014-03-10	Wall St down on Asian data	www.businessspectator.com.au	b	1	34.419921	1	0.689941
2014-03-10	Stock Market News for March 10, 2014 - Market News	www.nasdaq.com	b	1	34.419921	1	0.689941
2014-03-10	U.S. stocks open lower in subdued trade; Dow Jones down 0.28%	www.nasdaq.com	b	1	34.419921	1	0.689941
2014-03-10	Stocks Seeing Modest Weakness In Early Trading - U.S. Commentary	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Today's Stock market DJIA Dow Jones Industrial Average, Nasdaq, S&P 500;	www.learningandfinance.com	b	1	34.419921	1	0.689941
2014-03-10	US: Stocks open lower on weak Asian data, Ukraine	www.businesstimes.com.sg	b	1	34.419921	1	0.689941
2014-03-10	Stocks slip slightly	www.hartfordbusiness.com	b	1	34.419921	1	0.689941
2014-03-10	Major Averages Posting Modest Losses In Early Trading	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Wall street edges lower after record	www.iol.co.za	b	1	34.419921	1	0.689941
2014-03-10	US STOCKS-Wall Street edges lower after record; Boeing drags	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Bull market celebrates its 5th birthday: But is the party over?	finance.yahoo.com	b	1	34.419921	1	0.689941
2014-03-10	MARKET SNAPSHOT: US Stocks Held Back By China, Last Week's Moves	english.capital.gr	b	1	34.419921	1	0.689941
2014-03-10	Market Hustle: Stocks Fall on Weak Asian Data, Ukraine Gas Tensions	www.thestreet.com	b	1	34.419921	1	0.689941
2014-03-10	Asia Worries Send Stocks Sliding	www.foxbusiness.com	b	1	34.419921	1	0.689941
2014-03-10	US stocks open lower on weak Asian data	www.tradingroom.com.au	b	1	34.419921	1	0.689941
2014-03-10	Stocks fall slightly at the open	www.stevenspointjournal.com	b	1	34.419921	1	0.689941
2014-03-10	Dow Jones Industrial Average: 5 Year Stock Market Crash Anniversary [Direxion  ...	etfdailynews.com	b	1	34.419921	1	0.689941
2014-03-10	Dow Averaging 3% Since 2000	news.stocktradersdaily.com	b	1	34.419921	1	0.689941
2014-03-10	Wall St opens lower after S&P's record close	www.business-standard.com	b	1	34.419921	1	0.689941
2014-03-10	US STOCKS SNAPSHOT-Wall St opens lower after S&P's record close	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Buyer Beware: A Bull Market Doesn't Lift All Stocks	www.forbes.com	b	1	34.419921	1	0.689941
2014-03-10	US stocks held back by China, last week's moves	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Dow Jones Transportation Average Pushing Higher	www.nasdaq.com	b	1	34.419921	1	0.689941
2014-03-10	Futures Pointing To A Lower Open On Wall Street	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Dow Jones Industrial Average Gained Last Week	www.investing.com	b	1	34.419921	1	0.689941
2014-03-10	Stocks May Come Under Pressure On Disappointing Chinese Data - U.S.  ...	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Wall Street opens lower after S&P's record close	www.buenosairesherald.com	b	1	34.419921	1	0.689941
2014-03-10	U.S. futures mixed to lower, Chinese data weighs; Dow Jones down 0.09%	www.nasdaq.com	b	1	34.419921	1	0.689941
2014-03-10	MARKET ANALYSIS: Global Growth Worries May Pressure Stocks	www.lse.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Stocks futures edge lower on weak Chinese export data	seekingalpha.com	b	1	34.419921	1	0.689941
2014-03-10	Stock Market News for March 10, 2014	www.zacks.com	b	1	34.419921	1	0.689941
2014-03-10	Market Hustle: Stock Futures Slide Amid Weak China Trade Data	www.thestreet.com	b	1	34.419921	1	0.689941
2014-03-10	Today's Stock Market News and Earnings Calendar	moneymorning.com	b	1	34.419921	1	0.689941
2014-03-10	US STOCKS-Wall St to dip at open after record, China data	uk.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	US futures lower after record high	www.iol.co.za	b	1	34.419921	1	0.689941
2014-03-10	Stock Futures Dip After Asia Selloff	www.foxbusiness.com	b	1	34.419921	1	0.689941
2014-03-10	Dow Jones Industrial Average Points Lower; Data from China, Japan Disappoint	www.schaeffersresearch.com	b	1	34.419921	1	0.689941
2014-03-10	Stock Futures Slip on Weak China Data	stream.wsj.com	b	1	34.419921	1	0.689941
2014-03-10	US STOCKS-Futures edge lower after record high, China data	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Uncertain Mood Prevails On Wall Street	www.rttnews.com	b	1	34.419921	1	0.689941
2014-03-10	Futures Suggest A Slow Start Following A Mixed Week; Quarterly Earnings From  ...	www.ibtimes.com	b	1	34.419921	1	0.689941
2014-03-10	Stock futures ease as Chinese trade, payrolls compete	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Don't Chase Stocks in This Five-Year-Old Bull	investorplace.com	b	1	34.419921	1	0.689941
2014-03-10	Opening Bell 10 March | Asian markets slump	www.livemint.com	b	1	34.419921	1	0.689941
2014-03-10	3 Predictions for the New Week	www.fool.com	b	1	34.419921	1	0.689941
2014-03-10	The Dow's 5 Most Hated Stocks	www.fool.com	b	1	34.419921	1	0.689941
2014-03-10	This Week's Top Dow Stocks	www.fool.com	b	1	34.419921	1	0.689941
2014-03-10	Bull Market Rivals '90s At Half Valuation As Demand Broadens	www.fa-mag.com	b	1	34.419921	1	0.689941
2014-03-10	Bull Still Charging After Five Years	www.news-register.net	b	1	34.419921	1	0.689941
2014-03-10	A Secular Bull Market Arises From the 2009 Shadows	investorplace.com	b	1	34.419921	1	0.689941
2014-03-10	U.S. Stock-Index Futures Are Little Changed After S&P 500 Record	www.sddt.com	b	1	34.419921	1	0.689941
2014-03-10	US Stocks Fall as Commodity Shares Lead Drop on China	www.businessweek.com	b	1	34.419921	1	0.689941
2014-03-10	Winners and losers of the bull market	money.cnn.com	b	1	34.419921	1	0.689941
2014-03-10	Despite obstacles, the bull market turns 5	seattletimes.com	b	1	34.419921	1	0.689941
2014-03-10	What Comes Next as the Bull Market Turns Five?	investorplace.com	b	1	34.419921	1	0.689941
2014-03-10	Happy 5th birthday, bull market	jamaica-gleaner.com	b	1	34.419921	1	0.689941
2014-03-10	Morning MoneyBeat: Will Bull Market Make It to Six?	blogs.wsj.com	b	1	34.419921	1	0.689941
2014-03-10	What the bull market has meant for Europe	www.cnbc.com	b	1	34.419921	1	0.689941
2014-03-10	Despite obstacles, bull market turns 5	www.times-gazette.com	b	1	34.419921	1	0.689941
2014-03-10	Despite crises, 5-year bull market may keep running	www.bostonglobe.com	b	1	34.419921	1	0.689941
2014-03-10	Despite many obstacles, bull market run turns 5	www.toledoblade.com	b	1	34.419921	1	0.689941
2014-03-10	Despite several obstacles, the bull market makes it to year 5	gctelegram.com	b	1	34.419921	1	0.689941
2014-03-10	Bull market charges into sixth year	www.stltoday.com	b	1	34.419921	1	0.689941
2014-03-10	The Bull Market Turns 5: Don't Break Out the Bubbly	www.thefiscaltimes.com	b	1	34.419921	1	0.689941
2014-03-10	Bull market marks 5th birthday	wwlp.com	b	1	34.419921	1	0.689941
2014-03-10	The 10 Best Stocks of the Bull Market	www.kiplinger.com	b	1	34.419921	1	0.689941
2014-03-10	The 10 Worst Stocks of the Bull Market	www.kiplinger.com	b	1	34.419921	1	0.689941
2014-03-10	The Bull at 5: Where Do Stocks Go From Here?	www.fool.com	b	1	34.419921	1	0.689941
2014-03-10	Bull market celebrates 5th birthday; fourth-longest run for S&P 500 stocks since  ...	www.startribune.com	b	1	34.419921	1	0.689941
2014-03-10	Happy Birthday, Bull	online.barrons.com	b	1	34.419921	1	0.689941
2014-03-10	Huge 5-year fund returns? Don't be misled	seattletimes.com	b	1	34.419921	1	0.689941
2014-03-10	Bull market still has some sizzle	www.cnbc.com	b	1	34.419921	1	0.689941
2014-03-10	Why the Five-Year Anniversary of the Stock Market Crash This Week Has  ...	moneymorning.com	b	1	34.419921	1	0.689941
2014-03-10	Stocks Mark Five-year Anniversary Of 2009 Low With Record Highs	www.thestreet.com	b	1	34.419921	1	0.689941
2014-03-10	What this stock bull market needs to live a 6th year	www.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin Exchange Mt. Gox Seeks US Bankruptcy Relief	www.law360.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for US bankruptcy to halt class action	www.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin exchange Mt. Gox files for US bankruptcy protection	www.theglobeandmail.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers Claim Mt. Gox CEO Mark Karpeles Held 'Stolen' Customer Bitcoins	www.designntrend.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Files For US Chapter 15 Bankruptcy	www.benzinga.com	b	1	34.419921	1	0.689941
2014-03-10	Getting Goxed: Mt. Gox's US bankruptcy and hacker attack	blog.sfgate.com	b	1	34.419921	1	0.689941
2014-03-10	Report: Mt. Gox CEO Holding 'Stolen' Bitcoins	www.pcmag.com	b	1	34.419921	1	0.689941
2014-03-10	The Mt. Gox Saga Just Got Way More Twisted	www.entrepreneur.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers take over Mt. Gox CEO's blog, post claimed evidence of fraud	www.examiner.com	b	1	34.419921	1	0.689941
2014-03-10	UPDATE 1-Mt. Gox files for US bankruptcy to halt class action	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Chief Stole 100000 Bitcoins, Hackers Claim	www.informationweek.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for US bankruptcy to halt class action 0	www.lfpress.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for US bankruptcy	profit.ndtv.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Files for Chapter 15 Bankruptcy Protection in US	www.ibtimes.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Anonymous hackers claim MtGox still has 'stolen' Bitcoins	www.scmagazineuk.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for Chapter 15 bankruptcy in the US	blogs.marketwatch.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Bitcoin exchange files for bankruptcy in the U.S., hackers reveal more  ...	www.techtimes.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers allege Mt. Gox head controls 'stolen' Bitcoin; fraud committed	www.upi.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for US bankruptcy protection	ca.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Seeks US Court Protection During Japan Bankruptcy	www.moneynews.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin exchange Mt. Gox files for bankruptcy in the US	www.engadget.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers claim bankrupt Mt. Gox still has customers' Bitcoins	www.theverge.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers accuse Mt. Gox of pocketing users' Bitcoins	www.itpro.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Seeks US Court Protection During Japan Bankruptcy (2)	www.businessweek.com	b	1	34.419921	1	0.689941
2014-03-10	RPT-Mt. Gox files for US bankruptcy protection	in.reuters.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox Seeks U.S. Court Shield During Japan Bankruptcy	www.bloomberg.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin exchange seeks U.S. bankruptcy protection	thehill.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers Leak Mt. Gox Database, Reveal Blog of Former CEO	blogs.sfweekly.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers Accuse Mt. Gox Bitcoin Of Fraud After Hack	www.geeky-gadgets.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin Mt. Gox Crash: Hackers Claim Mark Karpeles Lied About Bitcoin Balance	www.ibtimes.co.uk	b	1	34.419921	1	0.689941
2014-03-10	MtGox fraud evidence hacked and published, complete with Bitcoin wallet  ...	gigaom.com	b	1	34.419921	1	0.689941
2014-03-10	MT. Gox Botcoin Exchange Files For Bankruptcy In The US	www.geeky-gadgets.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers Claim Mt. Gox Sat on 'Stolen' Bitcoin	www.newser.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for US bankruptcy amid new hacker claims	www.slashgear.com	b	1	34.419921	1	0.689941
2014-03-10	'Hacked docs' prove MtGox has 1 MILLION Bitcoins, claim blog-snatchers	www.theregister.co.uk	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox files for bankruptcy in US	www.zdnet.com	b	1	34.419921	1	0.689941
2014-03-10	MtGox boss Mark Karpeles targeted by hackers	www.digitalspy.co.uk	b	1	34.419921	1	0.689941
2014-03-10	MtGox 'fraud' detailed on CEO's hacked blog	www.wired.co.uk	b	1	34.419921	1	0.689941
2014-03-10	So Where Are Mt Gox's Stolen Bitcoin Millions?	www.infosecurity-magazine.com	b	1	34.419921	1	0.689941
2014-03-10	Does Mt. Gox CEO still control all those stolen bitcoins?	www.foxnews.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers Claim to Have Evidence of Fraud Surrounding Mt. Gox Closure	socialtimes.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox, Mark Karpeles Targeted In Alleged Bitcoin Hack	readwrite.com	b	1	34.419921	1	0.689941
2014-03-10	Bitcoin exchange Mt. Gox files for US bankruptcy	nypost.com	b	1	34.419921	1	0.689941
2014-03-10	The Daily Docket: Mt. Gox Files for Chapter 15	blogs.wsj.com	b	1	34.419921	1	0.689941
2014-03-10	Hackers dox Mt. Gox CEO, say they have proof of fraud	www.net-security.org	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox CEO's blog hacked, allegedly reveals company's true Bitcoin balances	www.pcworld.com	b	1	34.419921	1	0.689941
2014-03-10	Why I Do Not Trust Bitcoin	seekingalpha.com	b	1	34.419921	1	0.689941
2014-03-10	Mt. Gox CEO's personal blog hacked	www.bizjournals.com	b	1	34.419921	1	0.689941
